DATASEGMENTID,TAISTARTTIME (TAI seconds since 1958-01-01),TAIENDTIME (TAI seconds since 1958-01-01),PARAMETERSETID,FOM,ISPENDING,INPLAYLIST,STATUS,NUMEVALCYCLES,SOURCEID,CREATETIME,FINISHTIME,OBS1NUMBUFS,OBS2NUMBUFS,OBS3NUMBUFS,OBS4NUMBUFS,OBS1ALLOCBUFS,OBS2ALLOCBUFS,OBS3ALLOCBUFS,OBS4ALLOCBUFS,OBS1REMFILES,OBS2REMFILES,OBS3REMFILES,OBS4REMFILES,DISCUSSION
98860,2068064760,2068064890,Revision: 1.10 ; parm_set: Revision: 1.121,70.0,0,0,DERELICT+FINISHED,22,tphan(EVA),2023-07-16 23:35:10,2023-08-14 18:40:19,14,14,14,14,1,0,0,0,14,14,14,14,possible cold dense plasma sheet
98861,2068064900,2068065030,Revision: 1.10 ; parm_set: Revision: 1.121,70.0,0,0,DERELICT+FINISHED,22,tphan(EVA),2023-07-16 23:35:10,2023-08-14 18:40:19,14,14,14,14,2,0,1,0,14,14,14,14,possible cold dense plasma sheet
98862,2068065040,2068065180,Revision: 1.10 ; parm_set: Revision: 1.121,70.0,0,0,DERELICT+FINISHED,22,tphan(EVA),2023-07-16 23:35:10,2023-08-14 18:40:19,15,15,15,15,1,0,0,0,15,15,15,15,possible cold dense plasma sheet
98863,2068065190,2068065320,Revision: 1.10 ; parm_set: Revision: 1.121,70.0,0,0,DERELICT+FINISHED,22,tphan(EVA),2023-07-16 23:35:11,2023-08-14 18:40:19,14,14,14,14,3,0,3,0,14,14,14,14,possible cold dense plasma sheet
98864,2068065330,2068065460,Revision: 1.10 ; parm_set: Revision: 1.121,70.0,0,0,DERELICT+FINISHED,22,tphan(EVA),2023-07-16 23:35:11,2023-08-14 18:40:19,14,14,14,14,5,0,0,0,14,14,14,14,possible cold dense plasma sheet
98865,2068065470,2068065600,Revision: 1.10 ; parm_set: Revision: 1.121,70.0,0,0,DERELICT+FINISHED,23,tphan(EVA),2023-07-16 23:35:11,2023-08-17 06:55:09,14,14,14,14,0,0,0,0,14,14,14,14,possible cold dense plasma sheet
98866,2068065610,2068065750,Revision: 1.10 ; parm_set: Revision: 1.121,70.0,0,0,DERELICT+FINISHED,21,tphan(EVA),2023-07-16 23:35:11,2023-08-13 17:55:09,15,15,15,15,0,0,0,0,15,15,15,15,possible cold dense plasma sheet
98867,2068065760,2068065890,Revision: 1.10 ; parm_set: Revision: 1.121,70.0,0,0,DERELICT+FINISHED,21,tphan(EVA),2023-07-16 23:35:11,2023-08-13 17:55:09,14,14,14,14,0,0,0,2,14,14,14,14,possible cold dense plasma sheet
98868,2068065900,2068066030,Revision: 1.10 ; parm_set: Revision: 1.121,70.0,0,0,DERELICT+FINISHED,22,tphan(EVA),2023-07-16 23:35:11,2023-08-14 18:40:19,14,14,14,14,0,0,1,0,14,14,14,14,possible cold dense plasma sheet
98869,2068066040,2068066170,Revision: 1.10 ; parm_set: Revision: 1.121,70.0,0,0,DERELICT+FINISHED,23,tphan(EVA),2023-07-16 23:35:11,2023-08-17 06:55:09,14,14,14,14,0,0,0,0,14,14,14,14,possible cold dense plasma sheet
98870,2068066180,2068066320,Revision: 1.10 ; parm_set: Revision: 1.121,70.0,0,0,DERELICT+FINISHED,22,tphan(EVA),2023-07-16 23:35:11,2023-08-14 18:40:19,15,15,15,15,0,0,1,0,15,15,15,15,possible cold dense plasma sheet
98871,2068066330,2068066460,Revision: 1.10 ; parm_set: Revision: 1.121,70.0,0,0,DERELICT+FINISHED,21,tphan(EVA),2023-07-16 23:35:11,2023-08-13 17:55:09,14,14,14,14,0,0,0,0,14,14,14,14,possible cold dense plasma sheet
98872,2068116570,2068116620,Revision: 1.121,200.0,0,0,COMPLETE+FINISHED,2,dskeberdis(EVA),2023-07-17 14:35:23,2023-07-18 18:50:15,6,6,6,6,6,6,6,6,0,0,0,0,FPI Burst Cal - Segment 2 (1439) - H3 - MSP
98873,2068053280,2068053330,Revision: 1.121,200.0,0,0,COMPLETE+FINISHED,2,dskeberdis(EVA),2023-07-17 14:35:23,2023-07-18 18:50:15,6,6,6,6,6,6,6,6,0,0,0,0,FPI Burst Cal - Segment 1 (1439) - H2 - MSP
98875,2068303960,2068304010,Revision: 1.121,200.0,0,0,COMPLETE+FINISHED,2,dskeberdis(EVA),2023-07-18 17:10:20,2023-07-21 18:20:28,6,6,6,6,6,6,6,6,0,0,0,0,FPI Burst Cal - Segment 3 (1439) - H3 - MSP
98876,2068357660,2068357710,Revision: 1.121,200.0,0,0,COMPLETE+FINISHED,2,dskeberdis(EVA),2023-07-18 17:10:20,2023-07-22 00:05:22,6,6,6,6,6,6,6,6,0,0,0,0,FPI Burst Cal - Segment 1 (1440) - H3 - MSP
98877,2068370920,2068370970,Revision: 1.121,200.0,0,0,COMPLETE+FINISHED,2,dskeberdis(EVA),2023-07-18 17:10:20,2023-07-22 02:50:12,6,6,6,6,6,6,6,6,0,0,0,0,FPI Burst Cal - Segment 2 (1440) - H3 - MSP
98878,2068279690,2068279810,Revision: 1.10 ; parm_set: Revision: 1.121,100.0,0,0,DERELICT+FINISHED,21,mhosner(EVA),2023-07-19 12:35:11,2023-08-17 06:55:09,13,13,13,13,0,0,0,0,13,13,13,13,Fast flows Vx=600km/s with wave activity
98883,2068283810,2068283940,Revision: 1.10 ; parm_set: Revision: 1.121,60.0,0,0,DERELICT+FINISHED,21,mhosner(EVA),2023-07-19 12:35:11,2023-08-17 06:55:09,14,14,14,14,0,0,0,0,14,14,14,14,Ve reversal, wave activity, Bz fluctuation
98884,2068283950,2068284080,Revision: 1.10 ; parm_set: Revision: 1.121,60.0,0,0,DERELICT+FINISHED,21,mhosner(EVA),2023-07-19 12:35:11,2023-08-17 06:55:09,14,14,14,14,0,0,0,0,14,14,14,14,Ve reversal, wave activity, Bz fluctuation
98885,2068284090,2068284220,Revision: 1.10 ; parm_set: Revision: 1.121,60.0,0,0,DERELICT+FINISHED,21,mhosner(EVA),2023-07-19 12:35:12,2023-08-17 06:55:09,14,14,14,14,0,0,0,0,14,14,14,14,Ve reversal, wave activity, Bz fluctuation
98886,2068284230,2068284360,Revision: 1.10 ; parm_set: Revision: 1.121,60.0,0,0,DERELICT+FINISHED,21,mhosner(EVA),2023-07-19 12:35:12,2023-08-17 06:55:09,14,14,14,14,0,0,0,0,14,14,14,14,Ve reversal, wave activity, Bz fluctuation
98887,2068284370,2068284500,Revision: 1.10 ; parm_set: Revision: 1.121,60.0,0,0,DERELICT+FINISHED,21,mhosner(EVA),2023-07-19 12:35:12,2023-08-17 06:55:09,14,14,14,14,0,0,0,0,14,14,14,14,Ve reversal, wave activity, Bz fluctuation
98888,2068284510,2068284640,Revision: 1.10 ; parm_set: Revision: 1.121,60.0,0,0,DERELICT+FINISHED,21,mhosner(EVA),2023-07-19 12:35:12,2023-08-17 06:55:09,14,14,14,14,0,0,0,0,14,14,14,14,Ve reversal, wave activity, Bz fluctuation
98889,2068284650,2068284780,Revision: 1.10 ; parm_set: Revision: 1.121,60.0,0,0,DERELICT+FINISHED,21,mhosner(EVA),2023-07-19 12:35:12,2023-08-17 06:55:09,14,14,14,14,0,0,0,0,14,14,14,14,Ve reversal, wave activity, Bz fluctuation
98890,2068284790,2068284920,Revision: 1.10 ; parm_set: Revision: 1.121,60.0,0,0,DERELICT+FINISHED,21,mhosner(EVA),2023-07-19 12:35:12,2023-08-17 06:55:09,14,14,14,14,0,0,0,0,14,14,14,14,Ve reversal, wave activity, Bz fluctuation
98891,2068284930,2068285060,Revision: 1.10 ; parm_set: Revision: 1.121,60.0,0,0,DERELICT+FINISHED,21,mhosner(EVA),2023-07-19 12:35:12,2023-08-17 06:55:09,14,14,14,14,0,0,0,0,14,14,14,14,Ve reversal, wave activity, Bz fluctuation
98892,2068285070,2068285200,Revision: 1.10 ; parm_set: Revision: 1.121,60.0,0,0,DERELICT+FINISHED,21,mhosner(EVA),2023-07-19 12:35:12,2023-08-17 06:55:09,14,14,14,14,0,0,0,0,14,14,14,14,Ve reversal, wave activity, Bz fluctuation
98893,2068312380,2068312500,Revision: 1.10 ; parm_set: Revision: 1.121,130.0,0,0,COMPLETE+FINISHED,1,mhosner(EVA),2023-07-19 12:35:12,2023-07-22 01:40:14,13,13,13,13,13,13,13,13,0,0,0,0,vx,vz reversal, wave activity
98894,2068312510,2068312630,Revision: 1.10 ; parm_set: Revision: 1.121,130.0,0,0,COMPLETE+FINISHED,1,mhosner(EVA),2023-07-19 12:35:12,2023-07-22 01:10:13,13,13,13,13,13,13,13,13,0,0,0,0,vx,vz reversal, wave activity
98895,2068312640,2068312760,Revision: 1.10 ; parm_set: Revision: 1.121,130.0,0,0,COMPLETE+FINISHED,1,mhosner(EVA),2023-07-19 12:35:12,2023-07-22 01:00:14,13,13,13,13,13,13,13,13,0,0,0,0,vx,vz reversal, wave activity
98896,2068348760,2068349010,Revision: 1.10 ; parm_set: Revision: 1.121,100.0,0,0,DERELICT+FINISHED,21,rnakamura(EVA),2023-07-22 08:15:09,2023-08-20 03:10:08,26,0,0,0,0,0,0,0,26,0,0,0,PSBL flow reversal Vx &lt;150 km/s,  waves
98897,2068358880,2068359010,Revision: 1.10 ; parm_set: Revision: 1.121,120.0,0,0,DERELICT+FINISHED,21,rnakamura(EVA),2023-07-22 08:15:09,2023-08-20 03:10:08,14,14,0,0,0,0,0,0,14,14,0,0,PSBL, flow reversal Vx 400 km/s, DP
98898,2068359020,2068359150,Revision: 1.10 ; parm_set: Revision: 1.121,120.0,0,0,DERELICT+FINISHED,21,rnakamura(EVA),2023-07-22 08:15:10,2023-08-20 03:10:08,14,14,0,0,0,0,0,0,14,14,0,0,PSBL, flow reversal Vx 400 km/s, DP
98899,2068359160,2068359290,Revision: 1.10 ; parm_set: Revision: 1.121,120.0,0,0,DERELICT+FINISHED,21,rnakamura(EVA),2023-07-22 08:15:10,2023-08-20 03:10:08,14,14,0,0,0,0,0,0,14,14,0,0,PSBL, flow reversal Vx 400 km/s, DP
98900,2068359300,2068359430,Revision: 1.10 ; parm_set: Revision: 1.121,120.0,0,0,DERELICT+FINISHED,21,rnakamura(EVA),2023-07-22 08:15:10,2023-08-20 03:10:08,14,14,0,0,0,0,0,0,14,14,0,0,PSBL, flow reversal Vx 400 km/s, DP
98901,2068363210,2068363380,Revision: 1.10 ; parm_set: Revision: 1.121,110.0,0,0,DERELICT+FINISHED,21,rnakamura(EVA),2023-07-22 08:15:10,2023-08-20 03:10:08,18,18,18,0,0,0,0,0,18,18,18,0,Vx (200 km/s) , Bz reversal, wave
98902,2068459970,2068460080,Revision: 1.10 ; parm_set: Revision: 1.121,130.0,0,0,COMPLETE+FINISHED,3,rnakamura(EVA),2023-07-22 08:15:10,2023-07-24 13:15:14,12,12,12,12,12,12,12,12,0,0,0,0,CS crossing, Bz,Vx reversal (Vx&lt;150km/s)
98903,2068460090,2068460200,Revision: 1.10 ; parm_set: Revision: 1.121,130.0,0,0,COMPLETE+FINISHED,3,rnakamura(EVA),2023-07-22 08:15:10,2023-07-24 13:20:13,12,12,12,12,12,12,12,12,0,0,0,0,CS crossing, Bz,Vx reversal (Vx&lt;150km/s)
98904,2068460210,2068460320,Revision: 1.10 ; parm_set: Revision: 1.121,130.0,0,0,COMPLETE+FINISHED,3,rnakamura(EVA),2023-07-22 08:15:10,2023-07-25 07:50:14,12,12,12,12,12,12,12,12,0,0,0,0,CS crossing, Bz,Vx reversal (Vx&lt;150km/s)
98905,2068460330,2068460440,Revision: 1.10 ; parm_set: Revision: 1.121,130.0,0,0,COMPLETE+FINISHED,3,rnakamura(EVA),2023-07-22 08:15:10,2023-07-25 07:50:14,12,12,12,12,12,12,12,12,0,0,0,0,CS crossing, Bz,Vx reversal (Vx&lt;150km/s)
98907,2068532900,2068533080,Revision: 1.10 ; parm_set: Revision: 1.121,130.0,0,0,COMPLETE+FINISHED,4,rnakamura(EVA),2023-07-22 08:15:10,2023-07-25 09:25:41,19,19,19,19,19,19,19,19,0,0,0,0,MP crossing with enahnced, -Vx
98908,2068535920,2068536050,Revision: 1.10 ; parm_set: Revision: 1.121,120.0,0,0,COMPLETE+FINISHED,4,rnakamura(EVA),2023-07-22 08:15:10,2023-07-25 09:30:16,14,14,14,14,14,14,14,14,0,0,0,0,KH-like MP crossings with multiple vortex
98909,2068536060,2068536200,Revision: 1.10 ; parm_set: Revision: 1.121,120.0,0,0,COMPLETE+FINISHED,4,rnakamura(EVA),2023-07-22 08:15:10,2023-07-25 09:35:14,15,15,15,15,15,15,15,15,0,0,0,0,KH-like MP crossings with multiple vortex
98910,2068536210,2068536340,Revision: 1.10 ; parm_set: Revision: 1.121,120.0,0,0,COMPLETE+FINISHED,4,rnakamura(EVA),2023-07-22 08:15:10,2023-07-25 09:35:14,14,14,14,14,14,14,14,14,0,0,0,0,KH-like MP crossings with multiple vortex
98911,2068536620,2068536770,Revision: 1.10 ; parm_set: Revision: 1.121,120.0,0,0,COMPLETE+FINISHED,4,rnakamura(EVA),2023-07-22 08:15:10,2023-07-25 09:40:13,16,16,16,16,16,16,16,16,0,0,0,0,KH-like vortex crossing
98912,2068537080,2068537300,Revision: 1.10 ; parm_set: Revision: 1.121,120.0,0,0,COMPLETE+FINISHED,4,rnakamura(EVA),2023-07-22 08:15:10,2023-07-25 10:55:30,23,23,23,23,23,23,23,23,0,0,0,0,K-H like vortex crossing
98913,2068537510,2068537600,Revision: 1.10 ; parm_set: Revision: 1.121,120.0,0,0,COMPLETE+FINISHED,4,rnakamura(EVA),2023-07-22 08:15:10,2023-07-25 09:45:16,10,10,10,10,10,10,10,10,0,0,0,0,K-H like vortex crossing
98914,2068537610,2068537710,Revision: 1.10 ; parm_set: Revision: 1.121,120.0,0,0,COMPLETE+FINISHED,4,rnakamura(EVA),2023-07-22 08:15:10,2023-07-25 09:50:14,11,11,11,11,11,11,11,11,0,0,0,0,K-H like vortex crossing
98915,2068537720,2068537810,Revision: 1.10 ; parm_set: Revision: 1.121,120.0,0,0,COMPLETE+FINISHED,4,rnakamura(EVA),2023-07-22 08:15:10,2023-07-25 21:15:16,10,10,10,10,10,10,10,10,0,0,0,0,K-H like vortex crossing
98916,2068539520,2068539750,Revision: 1.10 ; parm_set: Revision: 1.121,120.0,0,0,COMPLETE+FINISHED,6,rnakamura(EVA),2023-07-22 08:15:10,2023-07-28 17:15:13,24,24,24,24,24,24,24,24,0,0,0,0,K-H like vortex crossing
98917,2068551290,2068551550,Revision: 1.10 ; parm_set: Revision: 1.121,105.0,0,0,COMPLETE+FINISHED,10,rnakamura(EVA),2023-07-22 08:15:10,2023-08-01 09:00:14,27,27,27,27,27,27,27,27,0,0,0,0,MP and CS crossings with Vx shear
98918,2068616370,2068616480,Revision: 1.10 ; parm_set: Revision: 1.121,120.0,0,0,COMPLETE+FINISHED,9,rnakamura(EVA),2023-07-23 06:05:10,2023-08-01 08:35:17,12,12,12,12,12,12,12,12,0,0,0,0,Enhanced J, cold ions, EB waves
98919,2068616490,2068616610,Revision: 1.10 ; parm_set: Revision: 1.121,120.0,0,0,COMPLETE+FINISHED,9,rnakamura(EVA),2023-07-23 06:05:10,2023-08-01 08:40:13,13,13,13,13,13,13,13,13,0,0,0,0,Enhanced J, cold ions, EB waves
98920,2068616620,2068616730,Revision: 1.10 ; parm_set: Revision: 1.121,120.0,0,0,COMPLETE+FINISHED,9,rnakamura(EVA),2023-07-23 06:05:10,2023-08-01 08:45:13,12,12,12,12,12,12,12,12,0,0,0,0,Enhanced J, cold ions, EB waves
98921,2068618810,2068619020,Revision: 1.10 ; parm_set: Revision: 1.121,110.0,0,0,COMPLETE+FINISHED,9,rnakamura(EVA),2023-07-23 06:05:10,2023-08-01 08:50:15,22,22,22,22,22,22,22,22,0,0,0,0,EB waves, O+, before ARASE conjunction
98922,2068537940,2068537990,Revision: 1.121,200.0,0,0,COMPLETE+FINISHED,2,kduff(EVA),2023-07-23 14:55:09,2023-07-24 15:10:15,6,6,6,6,6,6,6,6,0,0,0,0,FPI Burst Cal - Segment 3 (1440) - H3 - MSP
98923,2068685560,2068685610,Revision: 1.121,200.0,0,0,COMPLETE+FINISHED,2,kduff(EVA),2023-07-23 14:55:09,2023-07-24 15:10:15,6,6,6,6,6,6,6,6,0,0,0,0,FPI Burst Cal - Segment 1 (1441) - H3 - MSP
98940,2068709220,2068709320,Revision: 1.10 ; parm_set: Revision: 1.121,110.0,0,0,COMPLETE+FINISHED,8,mhosner(EVA),2023-07-24 09:35:10,2023-08-01 08:50:15,11,11,11,11,11,11,11,11,0,0,0,0,dipolarization, Vz/Vy reversal, flows 380km/s
98941,2068709330,2068709430,Revision: 1.10 ; parm_set: Revision: 1.121,110.0,0,0,COMPLETE+FINISHED,8,mhosner(EVA),2023-07-24 09:35:10,2023-08-01 08:55:15,11,11,11,11,11,11,11,11,0,0,0,0,dipolarization, Vz/Vy reversal, flows 380km/s
98942,2068709440,2068709540,Revision: 1.10 ; parm_set: Revision: 1.121,110.0,0,0,COMPLETE+FINISHED,8,mhosner(EVA),2023-07-24 09:35:10,2023-08-01 08:55:15,11,11,11,11,11,11,11,11,0,0,0,0,dipolarization, Vz/Vy reversal, flows 380km/s
98955,2068806270,2068806320,Revision: 1.121,200.0,0,0,COMPLETE+FINISHED,1,kduff(EVA),2023-07-25 16:40:09,2023-07-25 22:10:28,6,6,6,6,6,6,6,6,0,0,0,0,FPI Burst Cal - Segment 2 (1441) - H3 - MSP
98956,2068882740,2068882790,Revision: 1.121,200.0,0,0,COMPLETE+FINISHED,1,kduff(EVA),2023-07-25 16:40:09,2023-07-25 22:10:28,6,6,6,6,6,6,6,6,0,0,0,0,FPI Burst Cal - Segment 3 (1441) - H3 - MSP
98973,2068901640,2068901770,Revision: 1.10 ; parm_set: Revision: 1.121,80.0,0,0,DERELICT+FINISHED,21,ocontel(EVA),2023-07-26 09:05:10,2023-08-26 06:05:09,14,14,14,14,0,0,0,0,14,14,14,14,Eartward flow Vx 200 km/s with HF E waves
98975,2068919970,2068920020,Revision: 1.121,200.0,0,0,DERELICT+FINISHED,21,kduff(EVA),2023-07-28 19:25:09,2023-08-27 14:25:09,0,6,6,6,0,6,6,6,0,6,6,6,FPI Burst Cal - Segment 4 (1441) - H3 - MSP
98976,2068945440,2068945550,Revision: 1.10 ; parm_set: Revision: 1.121,80.0,0,0,DERELICT+FINISHED,21,ocontel(EVA),2023-07-29 04:05:09,2023-08-28 19:00:21,0,12,12,12,0,0,0,0,0,12,12,12,Off equator tailward and northward flow with E fields and HF E waves
98977,2068945560,2068945680,Revision: 1.10 ; parm_set: Revision: 1.121,80.0,0,0,DERELICT+FINISHED,21,ocontel(EVA),2023-07-29 04:05:09,2023-08-28 19:00:21,0,13,13,13,0,0,0,0,0,13,13,13,Off equator tailward and northward flow with E fields and HF E waves
98978,2068945690,2068945800,Revision: 1.10 ; parm_set: Revision: 1.121,80.0,0,0,DERELICT+FINISHED,21,ocontel(EVA),2023-07-29 04:05:09,2023-08-28 19:00:21,0,12,12,12,0,0,0,0,0,12,12,12,Off equator tailward and northward flow with E fields and HF E waves
98979,2068966610,2068966840,Revision: 1.10 ; parm_set: Revision: 1.121,95.0,0,0,DERELICT+FINISHED,21,ocontel(EVA),2023-07-29 04:05:09,2023-08-28 19:00:21,24,24,24,24,0,0,0,0,24,24,24,24,PSBL crossing with Vx 800km/s, large E fields, HF E waves and cold ionss,
98980,2068991780,2068991900,Revision: 1.10 ; parm_set: Revision: 1.121,90.0,0,0,DERELICT+FINISHED,21,ocontel(EVA),2023-07-29 04:05:09,2023-08-28 19:00:21,13,13,13,13,0,0,0,0,13,13,13,13,Field-aligned earthward flow Vx 150km/s, with energetic ions, cold ions and HF E waves
98981,2068991910,2068992040,Revision: 1.10 ; parm_set: Revision: 1.121,90.0,0,0,DERELICT+FINISHED,21,ocontel(EVA),2023-07-29 04:05:09,2023-08-28 19:00:21,14,14,14,14,0,0,0,0,14,14,14,14,Field-aligned earthward flow Vx 150km/s, with energetic ions, cold ions and HF E waves
98982,2068992050,2068992170,Revision: 1.10 ; parm_set: Revision: 1.121,90.0,0,0,DERELICT+FINISHED,21,ocontel(EVA),2023-07-29 04:05:09,2023-08-28 19:00:21,13,13,13,13,0,0,0,0,13,13,13,13,Field-aligned earthward flow Vx 150km/s, with energetic ions, cold ions and HF E waves
98983,2068992180,2068992310,Revision: 1.10 ; parm_set: Revision: 1.121,90.0,0,0,DERELICT+FINISHED,21,ocontel(EVA),2023-07-29 04:05:09,2023-08-28 19:00:21,14,14,14,14,0,0,0,0,14,14,14,14,Field-aligned earthward flow Vx 150km/s, with energetic ions, cold ions and HF E waves
98984,2068999240,2068999350,Revision: 1.10 ; parm_set: Revision: 1.121,110.0,0,0,DERELICT+FINISHED,21,ocontel(EVA),2023-07-29 04:05:09,2023-08-28 19:00:21,12,12,12,12,0,0,0,0,12,12,12,12,Lobe region for SCM noise floor estimate
98985,2069016300,2069016410,Revision: 1.10 ; parm_set: Revision: 1.121,90.0,0,0,DERELICT+FINISHED,21,ocontel(EVA),2023-07-29 04:05:10,2023-08-28 19:00:21,12,12,12,12,0,0,0,0,12,12,12,12,PSBL crossing with Vx 300 km/s
98986,2069016420,2069016520,Revision: 1.10 ; parm_set: Revision: 1.121,90.0,0,0,DERELICT+FINISHED,21,ocontel(EVA),2023-07-29 04:05:10,2023-08-28 19:00:21,11,11,11,11,0,0,0,0,11,11,11,11,PSBL crossing with Vx 300 km/s
98987,2069016530,2069016640,Revision: 1.10 ; parm_set: Revision: 1.121,90.0,0,0,DERELICT+FINISHED,21,ocontel(EVA),2023-07-29 04:05:10,2023-08-28 19:00:21,12,12,12,12,0,0,0,0,12,12,12,12,PSBL crossing with Vx 300 km/s
99022,2069216430,2069216480,Revision: 1.121,200.0,0,0,COMPLETE+FINISHED,2,kduff(EVA),2023-07-30 23:05:09,2023-08-01 08:30:24,6,6,6,6,6,6,6,6,0,0,0,0,FPI Burst Cal - Segment 1 (1442) - H3 - MSP
99023,2069245650,2069245700,Revision: 1.121,200.0,0,0,COMPLETE+FINISHED,2,kduff(EVA),2023-07-30 23:05:09,2023-08-01 08:35:17,6,6,6,6,6,6,6,6,0,0,0,0,FPI Burst Cal - Segment 1 (1443) - N3 - MSP
99034,2069299500,2069299620,Revision: 1.10 ; parm_set: Revision: 1.121,105.0,0,0,COMPLETE+FINISHED,7,fwilder(EVA),2023-08-01 00:35:24,2023-08-11 18:15:14,13,13,13,13,13,13,13,13,0,0,0,0,BBF
99035,2069299630,2069299750,Revision: 1.10 ; parm_set: Revision: 1.121,105.0,0,0,COMPLETE+FINISHED,7,fwilder(EVA),2023-08-01 00:35:24,2023-08-11 18:15:14,13,13,13,13,13,13,13,13,0,0,0,0,BBF
99036,2069299760,2069299870,Revision: 1.10 ; parm_set: Revision: 1.121,105.0,0,0,COMPLETE+FINISHED,7,fwilder(EVA),2023-08-01 00:35:24,2023-08-11 18:20:15,12,12,12,12,12,12,12,12,0,0,0,0,BBF
99037,2069299880,2069300000,Revision: 1.10 ; parm_set: Revision: 1.121,105.0,0,0,COMPLETE+FINISHED,7,fwilder(EVA),2023-08-01 00:35:24,2023-08-11 18:25:13,13,13,13,13,13,13,13,13,0,0,0,0,BBF
99038,2069300010,2069300130,Revision: 1.10 ; parm_set: Revision: 1.121,105.0,0,0,COMPLETE+FINISHED,7,fwilder(EVA),2023-08-01 00:35:24,2023-08-12 02:20:13,13,13,13,13,13,13,13,13,0,0,0,0,BBF
99043,2069393460,2069393570,Revision: 1.10 ; parm_set: Revision: 1.121,125.0,0,0,COMPLETE+FINISHED,2,fwilder(EVA),2023-08-01 00:35:25,2023-08-04 20:00:34,12,12,12,12,12,12,12,12,0,0,0,0,BBF
99044,2069393580,2069393700,Revision: 1.10 ; parm_set: Revision: 1.121,125.0,0,0,COMPLETE+FINISHED,2,fwilder(EVA),2023-08-01 00:35:25,2023-08-04 20:10:20,13,13,13,13,13,13,13,13,0,0,0,0,BBF
99045,2069393710,2069393820,Revision: 1.10 ; parm_set: Revision: 1.121,125.0,0,0,COMPLETE+FINISHED,2,fwilder(EVA),2023-08-01 00:35:25,2023-08-04 20:10:20,12,12,12,12,12,12,12,12,0,0,0,0,BBF
99046,2069393830,2069393950,Revision: 1.10 ; parm_set: Revision: 1.121,125.0,0,0,COMPLETE+FINISHED,2,fwilder(EVA),2023-08-01 00:35:25,2023-08-04 20:15:22,13,13,13,13,13,13,13,13,0,0,0,0,BBF
99047,2069393960,2069394070,Revision: 1.10 ; parm_set: Revision: 1.121,125.0,0,0,COMPLETE+FINISHED,2,fwilder(EVA),2023-08-01 00:35:25,2023-08-04 20:15:22,12,12,12,12,12,12,12,12,0,0,0,0,BBF
99048,2069410600,2069410730,Revision: 1.10 ; parm_set: Revision: 1.121,125.0,0,0,COMPLETE+FINISHED,2,fwilder(EVA),2023-08-01 00:35:25,2023-08-04 20:20:22,14,14,14,14,14,14,14,14,0,0,0,0,BBF
99049,2069410740,2069410870,Revision: 1.10 ; parm_set: Revision: 1.121,125.0,0,0,COMPLETE+FINISHED,2,fwilder(EVA),2023-08-01 00:35:25,2023-08-04 20:25:20,14,14,14,14,14,14,14,14,0,0,0,0,BBF
99050,2069410880,2069411010,Revision: 1.10 ; parm_set: Revision: 1.121,125.0,0,0,COMPLETE+FINISHED,2,fwilder(EVA),2023-08-01 00:35:25,2023-08-04 20:35:14,14,14,14,14,14,14,14,14,0,0,0,0,BBF
99051,2069411020,2069411150,Revision: 1.10 ; parm_set: Revision: 1.121,125.0,0,0,COMPLETE+FINISHED,2,fwilder(EVA),2023-08-01 00:35:25,2023-08-04 20:35:14,14,14,14,14,14,14,14,14,0,0,0,0,BBF
99052,2069411160,2069411290,Revision: 1.10 ; parm_set: Revision: 1.121,125.0,0,0,COMPLETE+FINISHED,2,fwilder(EVA),2023-08-01 00:35:25,2023-08-04 20:35:14,14,14,14,14,14,14,14,14,0,0,0,0,BBF
99053,2069411300,2069411430,Revision: 1.10 ; parm_set: Revision: 1.121,125.0,0,0,COMPLETE+FINISHED,2,fwilder(EVA),2023-08-01 00:35:25,2023-08-04 20:45:16,14,14,14,14,14,14,14,14,0,0,0,0,BBF
99054,2069411440,2069411570,Revision: 1.10 ; parm_set: Revision: 1.121,125.0,0,0,COMPLETE+FINISHED,2,fwilder(EVA),2023-08-01 00:35:25,2023-08-04 20:45:16,14,14,14,14,14,14,14,14,0,0,0,0,BBF
99055,2069411580,2069411710,Revision: 1.10 ; parm_set: Revision: 1.121,125.0,0,0,COMPLETE+FINISHED,2,fwilder(EVA),2023-08-01 00:35:25,2023-08-04 20:45:16,14,14,14,14,14,14,14,14,0,0,0,0,BBF
99056,2069411720,2069411850,Revision: 1.10 ; parm_set: Revision: 1.121,125.0,0,0,COMPLETE+FINISHED,2,fwilder(EVA),2023-08-01 00:35:25,2023-08-04 20:50:19,14,14,14,14,14,14,14,14,0,0,0,0,BBF
99057,2069411860,2069411990,Revision: 1.10 ; parm_set: Revision: 1.121,125.0,0,0,COMPLETE+FINISHED,5,fwilder(EVA),2023-08-01 00:35:25,2023-08-07 15:20:11,14,14,14,14,14,14,14,14,0,0,0,0,BBF
99058,2069412000,2069412130,Revision: 1.10 ; parm_set: Revision: 1.121,125.0,0,0,COMPLETE+FINISHED,5,fwilder(EVA),2023-08-01 00:35:25,2023-08-07 15:20:11,14,14,14,14,14,14,14,14,0,0,0,0,BBF
99059,2069412140,2069412270,Revision: 1.10 ; parm_set: Revision: 1.121,125.0,0,0,COMPLETE+FINISHED,5,fwilder(EVA),2023-08-01 00:35:25,2023-08-07 15:20:11,14,14,14,14,14,14,14,14,0,0,0,0,BBF
